key,productCode,productCode
tradeItem,EM0595,EM0595
tradeItem,EM0596,EM0596
tradeItem,EM0597,EM0597
tradeItem,EM0598,EM0598
tradeItem,EM0599,EM0599
tradeItem,EM0600,EM0600
tradeItem,EM0601,EM0601
tradeItem,EM0602,EM0602
tradeItem,EM0603,EM0603
tradeItem,EM0604,EM0604
tradeItem,EM0605,EM0605
tradeItem,EM0606,EM0606
tradeItem,EM0607,EM0607
tradeItem,EM0608,EM0608
tradeItem,EM0609,EM0609
tradeItem,EM0610,EM0610
tradeItem,EM0611,EM0611
tradeItem,EM0612,EM0612
tradeItem,EM0613,EM0613
tradeItem,EM0614,EM0614
tradeItem,EM0615,EM0615
tradeItem,EM0616,EM0616
tradeItem,EM0617,EM0617
tradeItem,EM0618,EM0618
tradeItem,EM0619,EM0619
tradeItem,EM0620,EM0620
tradeItem,EM0621,EM0621
tradeItem,EM0622,EM0622
tradeItem,EM0623,EM0623
tradeItem,EM0624,EM0624
tradeItem,EM0625,EM0625
tradeItem,EM0626,EM0626
tradeItem,EM0627,EM0627
tradeItem,EM0628,EM0628
tradeItem,EM0629,EM0629
tradeItem,EM0630,EM0630
tradeItem,EM0631,EM0631
tradeItem,EM0632,EM0632
tradeItem,EM0633,EM0633
tradeItem,EM0634,EM0634
tradeItem,EM0635,EM0635
tradeItem,EM0636,EM0636
tradeItem,EM0637,EM0637
tradeItem,EM0638,EM0638
tradeItem,EM0639,EM0639
tradeItem,EM0640,EM0640
tradeItem,EM0641,EM0641
tradeItem,EM0642,EM0642
tradeItem,EM0643,EM0643
tradeItem,EM0644,EM0644
tradeItem,EM0645,EM0645
tradeItem,EM0646,EM0646
tradeItem,EM0647,EM0647
tradeItem,EM0648,EM0648
tradeItem,EM0649,EM0649
tradeItem,EM0650,EM0650
tradeItem,EM0651,EM0651
tradeItem,HIV0001,HIV0001
tradeItem,HIV0002,HIV0002
tradeItem,HIV0003,HIV0003
tradeItem,HIV0004,HIV0004
tradeItem,HIV0005,HIV0005
tradeItem,HIV0006,HIV0006
tradeItem,HIV0007,HIV0007
tradeItem,HIV0008,HIV0008
tradeItem,HIV0009,HIV0009
tradeItem,HIV0010,HIV0010
tradeItem,HIV0011,HIV0011
tradeItem,LC0001,LC0001
tradeItem,LC0002,LC0002
tradeItem,LC0003,LC0003
tradeItem,LC0004,LC0004
tradeItem,LC0005,LC0005
tradeItem,LC0006,LC0006
tradeItem,LC0007,LC0007
tradeItem,LC0008,LC0008
tradeItem,LC0009,LC0009
tradeItem,LC0010,LC0010
tradeItem,LC0011,LC0011
tradeItem,LC0013,LC0013
tradeItem,LC0015,LC0015
tradeItem,LC0016,LC0016
tradeItem,LC0017,LC0017
tradeItem,LC0019,LC0019
tradeItem,LC0020,LC0020
tradeItem,LC0021,LC0021
tradeItem,LC0022,LC0022
tradeItem,LC0023,LC0023
tradeItem,LC0024,LC0024
tradeItem,LC0025,LC0025
tradeItem,LC0026,LC0026
tradeItem,LC0027,LC0027
tradeItem,LC0028,LC0028
tradeItem,LC0029,LC0029
tradeItem,LC0030,LC0030
tradeItem,LC0031,LC0031
tradeItem,LC0032,LC0032
tradeItem,LC0033,LC0033
tradeItem,LC0034,LC0034
tradeItem,LC0035,LC0035
tradeItem,LC0036,LC0036
tradeItem,LC0037,LC0037
tradeItem,LC0038,LC0038
tradeItem,LC0039,LC0039
tradeItem,LC0040,LC0040
tradeItem,LC0041,LC0041
tradeItem,LC0042,LC0042
tradeItem,LC0043,LC0043
tradeItem,LC0044,LC0044
tradeItem,LC0045,LC0045
tradeItem,LC0046,LC0046
tradeItem,LC0047,LC0047
tradeItem,LC0048,LC0048
tradeItem,LC0049,LC0049
tradeItem,LC0051,LC0051
tradeItem,LC0052,LC0052
tradeItem,LC0053,LC0053
tradeItem,LC0054,LC0054
tradeItem,LC0055,LC0055
tradeItem,LC0056,LC0056
tradeItem,LC0057,LC0057
tradeItem,LC0058,LC0058
tradeItem,LC0060,LC0060
tradeItem,LC0061,LC0061
tradeItem,LC0062,LC0062
tradeItem,LC0063,LC0063
tradeItem,LC0065,LC0065
tradeItem,LC0066,LC0066
tradeItem,LC0067,LC0067
tradeItem,LC0068,LC0068
tradeItem,LC0069,LC0069
tradeItem,LC0070,LC0070
tradeItem,LC0071,LC0071
tradeItem,LC0072,LC0072
tradeItem,LC0073,LC0073
tradeItem,LC0074,LC0074
tradeItem,LC0075,LC0075
tradeItem,LC0076,LC0076
tradeItem,LC0077,LC0077
tradeItem,LC0078,LC0078
tradeItem,LC0081,LC0081
tradeItem,LC0082,LC0082
tradeItem,LC0084,LC0084
tradeItem,LC0085,LC0085
tradeItem,LC0086,LC0086
tradeItem,LC0087,LC0087
tradeItem,LC0088,LC0088
tradeItem,LC0089,LC0089
tradeItem,LC0090,LC0090
tradeItem,LC0091,LC0091
tradeItem,LC0092,LC0092
tradeItem,LC0093,LC0093
tradeItem,LC0095,LC0095
tradeItem,LC0096,LC0096
tradeItem,LC0097,LC0097
tradeItem,LC0098,LC0098
tradeItem,LC0099,LC0099
tradeItem,LC0100,LC0100
tradeItem,LC0101,LC0101
tradeItem,LC0102,LC0102
tradeItem,LC0103,LC0103
tradeItem,LC0104,LC0104
tradeItem,LC0105,LC0105
tradeItem,LC0107,LC0107
tradeItem,LC0108,LC0108
tradeItem,LC0109,LC0109
tradeItem,LC0110,LC0110
tradeItem,LC0111,LC0111
tradeItem,LC0119,LC0119
tradeItem,LC0120,LC0120
tradeItem,LC0123,LC0123
tradeItem,LC0129,LC0129
tradeItem,LC0130,LC0130
tradeItem,LC0131,LC0131
tradeItem,LC0143,LC0143
tradeItem,LC0147,LC0147
tradeItem,LC0149,LC0149
tradeItem,LC0150,LC0150
tradeItem,LC0151,LC0151
tradeItem,LC0152,LC0152
tradeItem,LC0153,LC0153
tradeItem,LC0154,LC0154
tradeItem,LC0157,LC0157
tradeItem,LC0158,LC0158
tradeItem,LC0159,LC0159
tradeItem,LC0160,LC0160
tradeItem,LC0161,LC0161
tradeItem,LC0162,LC0162
tradeItem,LC0163,LC0163
tradeItem,LC0165,LC0165
tradeItem,LC0166,LC0166
tradeItem,LC0167,LC0167
tradeItem,LC0168,LC0168
tradeItem,LC0169,LC0169
tradeItem,LC0171,LC0171
tradeItem,LC0172,LC0172
tradeItem,LC0173,LC0173
tradeItem,LC0174,LC0174
tradeItem,LC0175,LC0175
tradeItem,LC0176,LC0176
tradeItem,LC0177,LC0177
tradeItem,LC0178,LC0178
tradeItem,LC0179,LC0179
tradeItem,LC0181,LC0181
tradeItem,LC0182,LC0182
tradeItem,LC0183,LC0183
tradeItem,LC0184,LC0184
tradeItem,LC0187,LC0187
tradeItem,LC0189,LC0189
tradeItem,LC0190,LC0190
tradeItem,LC0192,LC0192
tradeItem,LC0193,LC0193
tradeItem,LC0194,LC0194
tradeItem,LC0195,LC0195
tradeItem,LC0196,LC0196
tradeItem,LC0198,LC0198
tradeItem,LC0199,LC0199
tradeItem,LC0200,LC0200
tradeItem,LC0201,LC0201
tradeItem,LC0202,LC0202
tradeItem,LC0203,LC0203
tradeItem,LC0204,LC0204
tradeItem,LC0205,LC0205
tradeItem,LC0206,LC0206
tradeItem,LC0207,LC0207
tradeItem,LC0209,LC0209
tradeItem,LC0210,LC0210
tradeItem,LC0211,LC0211
tradeItem,LC0213,LC0213
tradeItem,LC0214,LC0214
tradeItem,LC0215,LC0215
tradeItem,LC0216,LC0216
tradeItem,LC0217,LC0217
tradeItem,LC0219,LC0219
tradeItem,LC0226,LC0226
tradeItem,LC0229,LC0229
tradeItem,LC0230,LC0230
tradeItem,LC0231,LC0231
tradeItem,LC0232,LC0232
tradeItem,LC0233,LC0233
tradeItem,LC0234,LC0234
tradeItem,LC0235,LC0235
tradeItem,LC0236,LC0236
tradeItem,LC0237,LC0237
tradeItem,LC0238,LC0238
tradeItem,LC0239,LC0239
tradeItem,LC0240,LC0240
tradeItem,LC0241,LC0241
tradeItem,LC0242,LC0242
tradeItem,LC0243,LC0243
tradeItem,LC0244,LC0244
tradeItem,LC0245,LC0245
tradeItem,LC0246,LC0246
tradeItem,LC0247,LC0247
tradeItem,LC0248,LC0248
tradeItem,LC0249,LC0249
tradeItem,LC0250,LC0250
tradeItem,LC0251,LC0251
tradeItem,LC0252,LC0252
tradeItem,LC0253,LC0253
tradeItem,LC0254,LC0254
tradeItem,LC0256,LC0256
tradeItem,LC0257,LC0257
tradeItem,LC0258,LC0258
tradeItem,LC0259,LC0259
tradeItem,LC0260,LC0260
tradeItem,LC0261,LC0261
tradeItem,LC0262,LC0262
tradeItem,LC0263,LC0263
tradeItem,LC0264,LC0264
tradeItem,LC0265,LC0265
tradeItem,LC0266,LC0266
tradeItem,LC0267,LC0267
tradeItem,LC0268,LC0268
tradeItem,LC0269,LC0269
tradeItem,LC0270,LC0270
tradeItem,LC0271,LC0271
tradeItem,LC0272,LC0272
tradeItem,LC0273,LC0273
tradeItem,LC0274,LC0274
tradeItem,LC0275,LC0275
tradeItem,LC0276,LC0276
tradeItem,LC0277,LC0277
tradeItem,LC0278,LC0278
tradeItem,LC0279,LC0279
tradeItem,LC0280,LC0280
tradeItem,LC0281,LC0281
tradeItem,LC0282,LC0282
tradeItem,LC0283,LC0283
tradeItem,LC0284,LC0284
tradeItem,LC0285,LC0285
tradeItem,LC0286,LC0286
tradeItem,LC0287,LC0287
tradeItem,LC0288,LC0288
tradeItem,LC0289,LC0289
tradeItem,LC0290,LC0290
tradeItem,LC0291,LC0291
tradeItem,LC0292,LC0292
tradeItem,LC0293,LC0293
tradeItem,LC0294,LC0294
tradeItem,LC0295,LC0295
tradeItem,LC0296,LC0296
tradeItem,LC0297,LC0297
tradeItem,LC0298,LC0298
tradeItem,LC0299,LC0299
tradeItem,LC0300,LC0300
tradeItem,LC0301,LC0301
tradeItem,LC0302,LC0302
tradeItem,LC0303,LC0303
tradeItem,LC0304,LC0304
tradeItem,LC0305,LC0305
tradeItem,LC0306,LC0306
tradeItem,LC0307,LC0307
tradeItem,LC0308,LC0308
tradeItem,LC0309,LC0309
tradeItem,LC0310,LC0310
tradeItem,LC0311,LC0311
tradeItem,LC0312,LC0312
tradeItem,LC0315,LC0315
tradeItem,LC0316,LC0316
tradeItem,LC0317,LC0317
tradeItem,LC0318,LC0318
tradeItem,LC0319,LC0319
tradeItem,LC0320,LC0320
tradeItem,LC0321,LC0321
tradeItem,LC0322,LC0322
tradeItem,LC0323,LC0323
tradeItem,LC0324,LC0324
tradeItem,LC0325,LC0325
tradeItem,LC0326,LC0326
tradeItem,LC0327,LC0327
tradeItem,LC0328,LC0328
tradeItem,LC0329,LC0329
tradeItem,LC0330,LC0330
tradeItem,LC0331,LC0331
tradeItem,LC0332,LC0332
tradeItem,LC0333,LC0333
tradeItem,LC0334,LC0334
tradeItem,LC0335,LC0335
tradeItem,LC0336,LC0336
tradeItem,LC0337,LC0337
tradeItem,LC0338,LC0338
tradeItem,LC0339,LC0339
tradeItem,LC0340,LC0340
tradeItem,LC0341,LC0341
tradeItem,LC0342,LC0342
tradeItem,LC0344,LC0344
tradeItem,LC0345,LC0345
tradeItem,LC0346,LC0346
tradeItem,LC0347,LC0347
tradeItem,LC0348,LC0348
tradeItem,LC0349,LC0349
tradeItem,LC0350,LC0350
tradeItem,LC0351,LC0351
tradeItem,LC0352,LC0352
tradeItem,LC0354,LC0354
tradeItem,LC0355,LC0355
tradeItem,LC0356,LC0356
tradeItem,LC0357,LC0357
tradeItem,LC0358,LC0358
tradeItem,LC0360,LC0360
tradeItem,LC0361,LC0361
tradeItem,LC0362,LC0362
tradeItem,LC0363,LC0363
tradeItem,LC0364,LC0364
tradeItem,LC0365,LC0365
tradeItem,LC0368,LC0368
tradeItem,LC0369,LC0369
tradeItem,LC0370,LC0370
tradeItem,LC0371,LC0371
tradeItem,LC0372,LC0372
tradeItem,LC0373,LC0373
tradeItem,LC0374,LC0374
tradeItem,LC0375,LC0375
tradeItem,LC0376,LC0376
tradeItem,LC0377,LC0377
tradeItem,LC0378,LC0378
tradeItem,LC0379,LC0379
tradeItem,LC0381,LC0381
tradeItem,LC0382,LC0382
tradeItem,LC0385,LC0385
tradeItem,LC0386,LC0386
tradeItem,LC0387,LC0387
tradeItem,LC0391,LC0391
tradeItem,LC0392,LC0392
tradeItem,LC0393,LC0393
tradeItem,LC0394,LC0394
tradeItem,LC0395,LC0395
tradeItem,LC0396,LC0396
tradeItem,LC0397,LC0397
tradeItem,LC0398,LC0398
tradeItem,LC0402,LC0402
tradeItem,LC0408,LC0408
tradeItem,LC0410,LC0410
tradeItem,LC0411,LC0411
tradeItem,LC0414,LC0414
tradeItem,LC0415,LC0415
tradeItem,LC0416,LC0416
tradeItem,LC0419,LC0419
tradeItem,LC0424,LC0424
tradeItem,LC0427,LC0427
tradeItem,LC0428,LC0428
tradeItem,LC0429,LC0429
tradeItem,LC0439,LC0439
tradeItem,LC0440,LC0440
tradeItem,LC0444,LC0444
tradeItem,LC0445,LC0445
tradeItem,LC0446,LC0446
tradeItem,LC0447,LC0447
tradeItem,LC0448,LC0448
tradeItem,LC0449,LC0449
tradeItem,LC0452,LC0452
tradeItem,LC0453,LC0453
tradeItem,LC0454,LC0454
tradeItem,LC0456,LC0456
tradeItem,LC0457,LC0457
tradeItem,LC0458,LC0458
tradeItem,LC0459,LC0459
tradeItem,LC0460,LC0460
tradeItem,LC0461,LC0461
tradeItem,LC0462,LC0462
tradeItem,LC0463,LC0463
tradeItem,LC0464,LC0464
tradeItem,LC0465,LC0465
tradeItem,LC0466,LC0466
tradeItem,LC0467,LC0467
tradeItem,LC0468,LC0468
tradeItem,LC0469,LC0469
tradeItem,LC0470,LC0470
tradeItem,LC0471,LC0471
tradeItem,LC0472,LC0472
tradeItem,LC0473,LC0473
tradeItem,LC0474,LC0474
tradeItem,LC0475,LC0475
tradeItem,LC0476,LC0476
tradeItem,LC0477,LC0477
tradeItem,LC0478,LC0478
tradeItem,LC0479,LC0479
tradeItem,LC0480,LC0480
tradeItem,LC0481,LC0481
tradeItem,LC0482,LC0482
tradeItem,LC0483,LC0483
tradeItem,MAL0001,MAL0001
tradeItem,MAL0002,MAL0002
tradeItem,MAL0003,MAL0003
tradeItem,MAL0004,MAL0004
tradeItem,MAL0005,MAL0005
tradeItem,MAL0006,MAL0006
tradeItem,MAL0007,MAL0007
tradeItem,MAL0008,MAL0008
tradeItem,MAL0009,MAL0009
tradeItem,MAL0010,MAL0010
tradeItem,MAL0011,MAL0011
tradeItem,MAL0012,MAL0012
tradeItem,MAL0013,MAL0013
tradeItem,MAL0014,MAL0014
tradeItem,MAL0015,MAL0015
tradeItem,MAL0016,MAL0016
tradeItem,MAL0017,MAL0017
tradeItem,MAL0018,MAL0018
tradeItem,RH0001,RH0001
tradeItem,RH0002,RH0002
tradeItem,RH0003,RH0003
tradeItem,RH0004,RH0004
tradeItem,RH0005,RH0005
tradeItem,RH0006,RH0006
tradeItem,RH0007,RH0007
tradeItem,RH0008,RH0008
tradeItem,RH0009,RH0009
tradeItem,RH0010,RH0010
tradeItem,RH0011,RH0011
tradeItem,RH0012,RH0012
tradeItem,RH0013,RH0013
tradeItem,RH0014,RH0014
tradeItem,RH0015,RH0015
tradeItem,RH0016,RH0016
tradeItem,TB0001,TB0001
tradeItem,TB0002,TB0002
tradeItem,TB0003,TB0003
tradeItem,TB0004,TB0004
tradeItem,TB0005,TB0005
tradeItem,TB0006,TB0006
tradeItem,TB0007,TB0007
tradeItem,TB0008,TB0008
tradeItem,TB0009,TB0009
tradeItem,TB0010,TB0010
tradeItem,TB0011,TB0011
tradeItem,TB0012,TB0012
tradeItem,TB0013,TB0013
tradeItem,TB0014,TB0014
tradeItem,TB0015,TB0015
tradeItem,TB0016,TB0016
tradeItem,EM0652,EM0652
tradeItem,EM0653,EM0653
tradeItem,EM0654,EM0654
tradeItem,EM0655,EM0655
tradeItem,EM0656,EM0656
tradeItem,EM0657,EM0657
tradeItem,EM0658,EM0658
tradeItem,EM0659,EM0659
tradeItem,EM0660,EM0660
tradeItem,EM0661,EM0661
tradeItem,EM0662,EM0662
tradeItem,EM0663,EM0663
tradeItem,EM0664,EM0664
tradeItem,EM0665,EM0665
tradeItem,EM0666,EM0666
tradeItem,EM0667,EM0667
tradeItem,EM0668,EM0668
tradeItem,EM0669,EM0669
tradeItem,EM0670,EM0670
tradeItem,HIV0013,HIV0013
tradeItem,HIV0014,HIV0014
tradeItem,HIV0012,HIV0012
tradeItem,MAL0021,MAL0021
tradeItem,MAL0019,MAL0019
tradeItem,MAL0020,MAL0020
tradeItem,MAL0022,MAL0022